文献,矿名,份,市/县,岩性,密度（kg*m3）,体积模量（Gpa）,剪切模量/GPa,内聚力（MPa）,内摩擦角,抗拉强度（MPa）,抗压强度/MPa,弹性模量（Gpa）,泊松比,埋深,厚度,,,,,
突出厚煤层沿空掘巷煤柱留设宽度优化研究,新集二矿,安徽,,中砂岩,2400,8.73,2.31,8,32.54,4.9,,,,650,,,,,,
突出厚煤层沿空掘巷煤柱留设宽度优化研究,新集二矿,安徽,,1上煤,1380,2.2,8.6,3.52,28.25,1.85,,,,650,,,,,,
突出厚煤层沿空掘巷煤柱留设宽度优化研究,新集二矿,安徽,,泥岩,2581,3.89,9.73,6.02,31.46,2.46,,,,650,,,,,,
突出厚煤层沿空掘巷煤柱留设宽度优化研究,新集二矿,安徽,,1煤,1410,2.2,8.6,3.52,33.25,1.85,,,,650,,,,,,
突出厚煤层沿空掘巷煤柱留设宽度优化研究,新集二矿,安徽,,泥岩,2581,3.89,9.73,6.02,31.46,2.46,,,,650,,,,,,
突出厚煤层沿空掘巷煤柱留设宽度优化研究,新集二矿,安徽,,粉砂岩,2516,7.43,5.3,1.06,28.08,2.07,,,,650,,,,,,
突出厚煤层沿空掘巷煤柱留设宽度优化研究,新集二矿,安徽,,泥质砂岩,2500,9.6,6.8,1.68,32.15,2.32,,,,650,,,,,,
小断层活化对采空区上覆岩层破坏及渗透性影响,薛湖煤矿,河南,永城市,砂质泥岩,2500,66.62,26.35,18,39,3.8,,,,771.5,5,,,,,
小断层活化对采空区上覆岩层破坏及渗透性影响,薛湖煤矿,河南,,细砂岩,2700,78.84,24.44,25,43,3.2,,,,776.5,2,,,,,
小断层活化对采空区上覆岩层破坏及渗透性影响,薛湖煤矿,河南,,铝质泥岩,2500,70.62,28.35,16,37,3.8,,,,778.5,5,,,,,
小断层活化对采空区上覆岩层破坏及渗透性影响,薛湖煤矿,河南,,砂质泥岩,2500,66.62,26.35,18,34,3.8,,,,783.5,8,,,,,
小断层活化对采空区上覆岩层破坏及渗透性影响,薛湖煤矿,河南,,粉砂岩,2355,70.92,26.55,14,39,3.8,,,,791.5,7,,,,,
小断层活化对采空区上覆岩层破坏及渗透性影响,薛湖煤矿,河南,,砂质泥岩,2500,66.62,26.35,16,34,3.1,,,,798.5,4,,,,,
小断层活化对采空区上覆岩层破坏及渗透性影响,薛湖煤矿,河南,,泥岩,2250,54.39,22.27,19,30,3.8,,,,802.5,3,,,,,
小断层活化对采空区上覆岩层破坏及渗透性影响,薛湖煤矿,河南,,粉砂岩,2700,78.84,24.44,25,41,3.2,,,,805.5,6,,,,,
小断层活化对采空区上覆岩层破坏及渗透性影响,薛湖煤矿,河南,,细砂岩,2355,62.92,26.55,1.04,27,1.1,,,,811.5,6,,,,,
小断层活化对采空区上覆岩层破坏及渗透性影响,薛湖煤矿,河南,,煤,1450,10.55,10.54,0.8,16,0.8,,,,817.5,2,,,,,
小断层活化对采空区上覆岩层破坏及渗透性影响,薛湖煤矿,河南,,粉砂岩,2355,62.92,26.55,1.24,35,1.1,,,,819.5,4,,,,,
小断层活化对采空区上覆岩层破坏及渗透性影响,薛湖煤矿,河南,,细砂岩,2700,78.84,24.44,25,41,1.2,,,,823.5,8,,,,,
巨厚含水松散层下开采地表移动变形规律研究,菏泽矿区,山东,菏泽市,松散层,1800,0.51,0.47,0.51,25,0.45,,,,0,,,,,,
巨厚含水松散层下开采地表移动变形规律研究,菏泽矿区,山东,,含水层,1700,0.51,0.47,0.51,25,0.45,,,,765,,,,,,
巨厚含水松散层下开采地表移动变形规律研究,菏泽矿区,山东,,砂质泥岩,2415,6.89,1.95,3.96,35,3.73,,,,765,,,,,,
巨厚含水松散层下开采地表移动变形规律研究,菏泽矿区,山东,,细砂岩,2480,5.14,1.43,3.23,34,3.13,,,,765,,,,,,
巨厚含水松散层下开采地表移动变形规律研究,菏泽矿区,山东,,泥岩,2470,6.34,5.05,2.82,36,2.96,,,,765,,,,,,
巨厚含水松散层下开采地表移动变形规律研究,菏泽矿区,山东,,粗砂岩,2590,8.32,1.12,3.68,39,3.29,,,,765,,,,,,
巨厚含水松散层下开采地表移动变形规律研究,菏泽矿区,山东,,煤层,1500,0.37,0.19,0.81,21,1.16,,,,765,,,,,,
巨厚含水松散层下开采地表移动变形规律研究,菏泽矿区,山东,,粉砂岩,2550,7.67,4.35,4.62,41,4.25,,,,765,,,,,,
基于岩层挠曲变形的“竖三带”理论判别方法及工程应用,芦沟矿,河南,郑州市,黄土,1960,0.28,0.093,1.7,25,0.35,,,,0,,,,,,
基于岩层挠曲变形的“竖三带”理论判别方法及工程应用,芦沟矿,河南,,砂质泥岩,2510,2.56,2.36,0.9,36,0.75,,,,196.5,,,,,,
基于岩层挠曲变形的“竖三带”理论判别方法及工程应用,芦沟矿,河南,,粗粒砂岩,2560,4.2,2.9,8,34,1.5,,,,393.77,,,,,,
基于岩层挠曲变形的“竖三带”理论判别方法及工程应用,芦沟矿,河南,,泥岩,2250,4.39,2.27,1,26,3.8,,,,393.77,,,,,,
基于岩层挠曲变形的“竖三带”理论判别方法及工程应用,芦沟矿,河南,,中粒砂岩,2580,3.3,2.5,4,37,1.2,,,,393.77,,,,,,
基于岩层挠曲变形的“竖三带”理论判别方法及工程应用,芦沟矿,河南,,粉砂岩,2630,5,3.8,6,35,2.5,,,,393.77,,,,,,
基于岩层挠曲变形的“竖三带”理论判别方法及工程应用,芦沟矿,河南,,细粒砂岩,2540,2.7,1.6,2,35,1,,,,393.77,,,,,,
基于岩层挠曲变形的“竖三带”理论判别方法及工程应用,芦沟矿,河南,,煤,1430,1,0.46,1.2,28,0.6,,,,393.77,,,,,,
基于岩层挠曲变形的“竖三带”理论判别方法及工程应用,芦沟矿,河南,,石灰岩,2800,4.39,4.53,9,26,3.8,,,,410,,,,,,
采动影响下大倾角复合顶板工作面矿压规律研究,新集二矿,安徽,淮南市,石英砂岩,2800,5.57,4.53,11,38,6.7,,,,646.3,,,,,,
采动影响下大倾角复合顶板工作面矿压规律研究,新集二矿,安徽,,粉砂岩,2680,5.6,4.2,8,38,3.5,,,,646.3,,,,,,
采动影响下大倾角复合顶板工作面矿压规律研究,新集二矿,安徽,,砂质泥岩,2691,6.9,5.62,4.6,35,2.4,,,,646.3,,,,,,
采动影响下大倾角复合顶板工作面矿压规律研究,新集二矿,安徽,,煤,1410,1.73,0.82,0.2,20,0.2,,,,646.3,,,,,,
采动影响下大倾角复合顶板工作面矿压规律研究,新集二矿,安徽,,泥岩,2567,4.3,2.8,0.7,30,1.68,,,,646.3,,,,,,
采动影响下大倾角复合顶板工作面矿压规律研究,新集二矿,安徽,,粉细砂岩,2800,16.04,12.1,3.5,43,5,,,,646.3,,,,,,
采动影响下大倾角复合顶板工作面矿压规律研究,新集二矿,安徽,,砂质泥岩,2691,6.9,5.6,4.6,35,2.4,,,,646.3,,,,,,
特厚煤层垂直分层区段窄煤柱围岩稳定性及控制技术研究,老公营子煤矿,内蒙古,赤峰市,粉砂岩,2580,5,3.8,2.65,35,2.5,,,,300,,,,,,
特厚煤层垂直分层区段窄煤柱围岩稳定性及控制技术研究,老公营子煤矿,内蒙古,,细粒砂岩,2570,6.25,3.57,3.48,42,3.1,,,,300,,,,,,
特厚煤层垂直分层区段窄煤柱围岩稳定性及控制技术研究,老公营子煤矿,内蒙古,,粗粒砂岩,2560,4.2,2.9,3.38,34,2.1,,,,300,,,,,,
特厚煤层垂直分层区段窄煤柱围岩稳定性及控制技术研究,老公营子煤矿,内蒙古,,5 煤,1380,3.34,2.8,1.68,28,1.36,,,,300,,,,,,
深厚表土综放采场应力加载型冲击地压机理,赵楼煤矿,山东,菏泽市,表土,,,,0.6,44.3,0.2,,0.2,0.45,0,655,,,,,
深厚表土综放采场应力加载型冲击地压机理,赵楼煤矿,山东,,泥岩层组,,,,6.3,39.4,1.4,,5.9,0.18,655,115,,,,,
深厚表土综放采场应力加载型冲击地压机理,赵楼煤矿,山东,,砂岩层组,,,,5.8,38.8,3.1,,9.3,0.14,770,101,,,,,
深厚表土综放采场应力加载型冲击地压机理,赵楼煤矿,山东,,泥岩,,,,6.3,39.4,1.4,,5.9,0.18,871,15,,,,,
深厚表土综放采场应力加载型冲击地压机理,赵楼煤矿,山东,,砂岩层组,,,,5.8,38.8,3.1,,9.3,0.14,886,46,,,,,
深厚表土综放采场应力加载型冲击地压机理,赵楼煤矿,山东,,泥砂混层,,,,6.1,37.8,2.1,,8.34,0.16,932,20,,,,,
深厚表土综放采场应力加载型冲击地压机理,赵楼煤矿,山东,,细砂岩,,,,5.8,38.8,3.1,,9.3,0.14,952,15.7,,,,,
深厚表土综放采场应力加载型冲击地压机理,赵楼煤矿,山东,,3煤,,,,2.4,42.6,2.4,,0.5,0.23,967.7,5.9,,,,,
深厚表土综放采场应力加载型冲击地压机理,赵楼煤矿,山东,,粉砂岩,,,,11.1,36,4.7,,10.8,0.13,973.6,1.5,,,,,
离层注浆开采关键层变形特征及地表沉陷控制效应,袁店二矿,安徽,淮北矿区,砂岩,3030,,,5.17,39,4.02,,5.2,0.19,321,22,,,,,
离层注浆开采关键层变形特征及地表沉陷控制效应,袁店二矿,安徽,,泥岩,2205,,,1.72,30,1.26,,3.05,0.28,343,14,,,,,
离层注浆开采关键层变形特征及地表沉陷控制效应,袁店二矿,安徽,,粉砂岩,2900,,,4.32,35,3.14,,3.5,0.21,357,5,,,,,
离层注浆开采关键层变形特征及地表沉陷控制效应,袁店二矿,安徽,,泥岩,2890,,,1.83,28,1.59,,2.06,0.3,362,10,,,,,
离层注浆开采关键层变形特征及地表沉陷控制效应,袁店二矿,安徽,,砂岩,3200,,,4.4,39,3.35,,4.42,0.21,372,8,,,,,
离层注浆开采关键层变形特征及地表沉陷控制效应,袁店二矿,安徽,,泥岩,2316,,,2.02,28,2.02,,2.05,0.26,380,9,,,,,
离层注浆开采关键层变形特征及地表沉陷控制效应,袁店二矿,安徽,,泥煤互层,1832,,,1.6,27,1.2,,1.7,0.29,389,4,,,,,
离层注浆开采关键层变形特征及地表沉陷控制效应,袁店二矿,安徽,,泥岩,2632,,,1.73,28,1.62,,2.01,0.23,393,9,,,,,
离层注浆开采关键层变形特征及地表沉陷控制效应,袁店二矿,安徽,,中砂岩,2900,,,5.12,38,3.35,,3.42,0.19,402,4,,,,,
离层注浆开采关键层变形特征及地表沉陷控制效应,袁店二矿,安徽,,粉砂岩,2721,,,4.74,32,2.61,,2.9,0.18,406,11,,,,,
离层注浆开采关键层变形特征及地表沉陷控制效应,袁店二矿,安徽,,煤,1420,,,0.8,20,0.52,,0.67,0.32,417,4,,,,,
离层注浆开采关键层变形特征及地表沉陷控制效应,袁店二矿,安徽,,泥岩,2768,,,1.89,30,2.02,,1.62,0.26,421,10,,,,,
厚层坚硬顶板切顶留巷合理切顶参数,同忻矿,山西,大同市,细砂岩,,6.4,4.2,1.7,39,0.12,,,0.23,480,,,,,,
厚层坚硬顶板切顶留巷合理切顶参数,同忻矿,山西,,中粗砂岩,,12.6,7.56,2.9,47,0.48,,,0.25,480,,,,,,
厚层坚硬顶板切顶留巷合理切顶参数,同忻矿,山西,,砂质泥岩,,2.5,1.8,1,28,0.03,,,0.21,480,,,,,,
厚层坚硬顶板切顶留巷合理切顶参数,同忻矿,山西,,煤,,1.2,0.6,0.3,11,0.02,,,0.29,480,,,,,,
厚层坚硬顶板切顶留巷合理切顶参数,同忻矿,山西,,细砂岩,,6.4,4.2,1.7,39,0.12,,,0.23,480,,,,,,
厚层坚硬顶板切顶留巷合理切顶参数,同忻矿,山西,,泥岩,,1.5,0.9,0.6,19,0.02,,,0.26,480,,,,,,
厚层坚硬顶板切顶留巷合理切顶参数,同忻矿,山西,,粉砂岩,,3.7,2.8,1.4,34,0.07,,,0.2,480,,,,,,
厚层坚硬顶板切顶留巷合理切顶参数,同忻矿,山西,,砂质泥岩,,2.5,1.8,1,28,0.03,,,0.21,480,,,,,,
巨厚松散层下软弱覆岩破坏规律,郭屯煤矿,山东,菏泽市,松散层,1790,,,,,,1.2,3.71,,0,509,,,,,
巨厚松散层下软弱覆岩破坏规律,郭屯煤矿,山东,,泥砂岩,2350,,,,,,2.4,8.15,,509,10,,,,,
巨厚松散层下软弱覆岩破坏规律,郭屯煤矿,山东,,泥岩,2250,,,,,,2.2,6.23,,519,17,,,,,
巨厚松散层下软弱覆岩破坏规律,郭屯煤矿,山东,,泥质粉砂岩,2400,,,,,,2.7,9.85,,536,12.5,,,,,
巨厚松散层下软弱覆岩破坏规律,郭屯煤矿,山东,,泥岩,2250,,,,,,2.2,6.23,,548.5,6.5,,,,,
巨厚松散层下软弱覆岩破坏规律,郭屯煤矿,山东,,泥砂岩,2350,,,,,,2.4,8.15,,555,13.7,,,,,
巨厚松散层下软弱覆岩破坏规律,郭屯煤矿,山东,,砂质泥岩,2310,,,,,,2.3,5.26,,568.7,12.8,,,,,
巨厚松散层下软弱覆岩破坏规律,郭屯煤矿,山东,,泥质粉砂岩,2400,,,,,,2.7,9.85,,581.5,12,,,,,
巨厚松散层下软弱覆岩破坏规律,郭屯煤矿,山东,,泥岩,2250,,,,,,2.2,6.23,,593.5,7,,,,,
巨厚松散层下软弱覆岩破坏规律,郭屯煤矿,山东,,泥砂岩,2350,,,,,,2.4,8.15,,600.5,4.5,,,,,
巨厚松散层下软弱覆岩破坏规律,郭屯煤矿,山东,,泥岩,2250,,,,,,2.2,6.23,,605,2,,,,,
巨厚松散层下软弱覆岩破坏规律,郭屯煤矿,山东,,3 煤,1310,,,,,,1.1,4.2,,607,6,,,,,
巨厚松散层下软弱覆岩破坏规律,郭屯煤矿,山东,,泥质粉砂岩,2400,,,,,,2.7,9.85,,613,18,,,,,
巨厚松散层下软弱覆岩破坏规律,郭屯煤矿,山东,,细砂岩,2700,,,,,,4.2,10.15,,631,10,,,,,
近距离煤层蹬空开采围岩应力及裂隙演化规律,草垛沟矿,山西,大同市,粉砂岩,2622,,,15.3,38,4,53.7,0.56,0.3,132.7,,,,,,
近距离煤层蹬空开采围岩应力及裂隙演化规律,草垛沟矿,山西,,细粒砂岩,2562,,,24.8,29.2,3,57.5,0.28,0.16,132.7,,,,,,
近距离煤层蹬空开采围岩应力及裂隙演化规律,草垛沟矿,山西,,砂质泥岩,2586,,,7.03,41.9,1.61,34,0.34,0.29,132.7,,,,,,
近距离煤层蹬空开采围岩应力及裂隙演化规律,草垛沟矿,山西,,中粒砂岩,2595,,,14.5,44.5,2.67,52.2,0.51,0.2,132.7,,,,,,
近距离煤层蹬空开采围岩应力及裂隙演化规律,草垛沟矿,山西,,5煤,1420,,,6.15,15,1.22,32.6,3.85,0.25,132.7,,,,,,
大采高小煤柱沿空掘巷切顶卸压围岩控制技术,阜生煤矿,河北,唐山市,石灰岩,268,,,19.6,41.8,5.8,63.3,36,0.24,130,,,,,,
大采高小煤柱沿空掘巷切顶卸压围岩控制技术,阜生煤矿,河北,,软泥岩,2630,,,2.17,33.9,0.6,12.6,8,0.28,130,,,,,,
大采高小煤柱沿空掘巷切顶卸压围岩控制技术,阜生煤矿,河北,,煤,1440,,,1.78,30.4,0.4,9,4.7,0.33,130,,,,,,
大采高小煤柱沿空掘巷切顶卸压围岩控制技术,阜生煤矿,河北,,砂质泥岩,2608,,,7.57,36.3,1.6,34.6,23,0.27,130,,,,,,
大采高小煤柱沿空掘巷切顶卸压围岩控制技术,阜生煤矿,河北,,泥岩,2630,,,3.35,35.8,0.9,23.2,13,0.25,130,,,,,,
大采高小煤柱沿空掘巷切顶卸压围岩控制技术,阜生煤矿,河北,,中砂岩,2640,,,17.1,40.3,4.6,59.3,26,0.25,130,,,,,,
大采高小煤柱沿空掘巷切顶卸压围岩控制技术,阜生煤矿,河北,,细砂岩,2673,,,16.53,39.2,4.9,59.4,27,0.27,130,,,,,,
煤矿千米深井巷道松软煤体高压锚注－喷浆协同控制技术,口孜东矿,河南,新乡市,煤,,,,1.2,30,0.1,,1.3,0.25,1000,,,,,,
煤矿千米深井巷道松软煤体高压锚注－喷浆协同控制技术,口孜东矿,河南,,泥岩,,,,1.6,31,0.2,,1.8,0.25,1000,,,,,,
煤矿千米深井巷道松软煤体高压锚注－喷浆协同控制技术,口孜东矿,河南,,砂质泥岩,,,,2.5,32,0.28,,3.7,0.25,1000,,,,,,
煤矿千米深井巷道松软煤体高压锚注－喷浆协同控制技术,口孜东矿,河南,,中砂岩,,,,4.7,36,0.6,,10.1,0.25,1000,,,,,,
煤矿千米深井巷道松软煤体高压锚注－喷浆协同控制技术,口孜东矿,河南,,细粒砂岩,,,,3.7,35,0.65,,6.3,0.25,1000,,,,,,
冲击地压矿井不同采动强度下的开采扰动特征及其产能,彬长煤田,陕西,咸阳市,4煤,1330,4.75,2.714,4.5,,2.02,,,,659,,,,,,
冲击地压矿井不同采动强度下的开采扰动特征及其产能,彬长煤田,陕西,,泥岩,2590,5.049,2.925,1.3,,12.8,,,,659,,,,,,
冲击地压矿井不同采动强度下的开采扰动特征及其产能,彬长煤田,陕西,,粗粒砂岩,2470,7.373,4.424,14.6,,16.2,,,,659,,,,,,
冲击地压矿井不同采动强度下的开采扰动特征及其产能,彬长煤田,陕西,,粉砂岩,2590,4.5,2.831,5,,20.9,,,,659,,,,,,
冲击地压矿井不同采动强度下的开采扰动特征及其产能,彬长煤田,陕西,,细粒砂岩,2590,7.786,5.361,10.8,,54.2,,,,659,,,,,,
冲击地压矿井不同采动强度下的开采扰动特征及其产能,彬长煤田,陕西,,中粒砂岩,2620,6.583,3.215,5.1,,38.3,,,,659,,,,,,
冲击地压矿井不同采动强度下的开采扰动特征及其产能,彬长煤田,陕西,,砾岩,2500,23.785,6.205,35.15,,33.3,,,,659,,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,和布克赛尔蒙古自治县,粗砂岩,2700,8.6,5.9,9.7,39,7.5,,,,170,7.2,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,砾岩,2750,9.1,5.5,7.9,39,6.7,,,,177.2,4.4,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,泥岩,2600,2.7,1.1,2.7,30,2.1,,,,181.6,5.1,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,粉砂岩,2500,6.6,3.8,2.6,30,2.4,,,,186.7,8.9,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,粗砂岩,2750,10.2,5,5.9,35,5.2,,,,195.6,12.8,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,泥质粉砂岩,2650,1.8,0.8,2.1,29,1.5,,,,208.4,9.2,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,粉砂质泥岩,2500,2.8,1.1,2.3,30,1.5,,,,217.6,3.9,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,粉砂岩,2340,4.9,2.1,4.4,32,2.6,,,,221.5,16.2,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,中砂岩,2500,12.3,6.3,7.1,36,5.3,,,,237.7,22.5,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,粗砂岩,2750,8.9,5.1,5.5,35,3.8,,,,260.2,19.8,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,B12煤,1500,0.7,0.2,1.2,21,1.2,,,,280,3.2,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,砂质泥岩,2600,2.7,1.2,4.4,35,4.9,,,,283.2,31.6,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,粉砂质泥岩,2500,1.7,0.9,3,31,2,,,,314.8,19.4,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,粉砂岩,2340,5.9,2.1,4.4,34,3.6,,,,334.2,14,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,泥岩,2600,1.5,0.7,2.3,30,2.1,,,,348.2,1.9,,,,,
煤矿高强度长壁开采覆岩破坏充分采动及其判据,沙吉海煤矿,新疆,,B10煤,1500,2.7,0.9,1,21,1.5,,,,350.1,6.5,,,,,
煤矿地下水库高盐矿井水封存对地下水的影响,灵新矿井,宁夏,灵武市,中砂岩,2660,,,,,2.5,37.2,,,106,9.5,,,,,
煤矿地下水库高盐矿井水封存对地下水的影响,灵新矿井,宁夏,,细砂岩,2680,,,,,2.8,40.6,,,115.5,43.2,,,,,
煤矿地下水库高盐矿井水封存对地下水的影响,灵新矿井,宁夏,,粉砂岩,2660,,,,,3.5,43.4,,,158.7,47.8,,,,,
煤矿地下水库高盐矿井水封存对地下水的影响,灵新矿井,宁夏,,中砂岩,2660,,,,,2.5,37.2,,,206.5,8.4,,,,,
煤矿地下水库高盐矿井水封存对地下水的影响,灵新矿井,宁夏,,粉砂岩,2660,,,,,3.5,43.4,,,214.9,84.1,,,,,
煤矿地下水库高盐矿井水封存对地下水的影响,灵新矿井,宁夏,,细砂岩,2680,,,,,2.8,40.6,,,299,17.8,,,,,
煤矿地下水库高盐矿井水封存对地下水的影响,灵新矿井,宁夏,,粉砂岩,2660,,,,,3.5,43.4,,,316.8,18.4,,,,,
煤矿地下水库高盐矿井水封存对地下水的影响,灵新矿井,宁夏,,14 煤,1400,,,,,0.76,18.5,,,335.2,2.8,,,,,
煤矿地下水库高盐矿井水封存对地下水的影响,灵新矿井,宁夏,,粉砂岩,2660,,,,,3.5,43.4,,,338,17.3,,,,,
煤矿地下水库高盐矿井水封存对地下水的影响,灵新矿井,宁夏,,15 煤,1400,,,,,0.76,18.5,,,355.3,3.2,,,,,
煤矿地下水库高盐矿井水封存对地下水的影响,灵新矿井,宁夏,,粉砂岩,2660,,,,,3.5,43.4,,,358.5,11.3,,,,,
煤矿地下水库高盐矿井水封存对地下水的影响,灵新矿井,宁夏,,16 煤,1400,,,,,0.76,18.5,,,369.8,4.3,,,,,
煤矿地下水库高盐矿井水封存对地下水的影响,灵新矿井,宁夏,,泥岩,2600,,,,,3.53,46,,,374.1,12,,,,,
上下盘开采影响下断层滑移失稳力学机制,峰峰矿区,河北,邯郸市,松散层,,0.0083,0.0038,0.3,15,0.002,,,,0,20,,,,,
上下盘开采影响下断层滑移失稳力学机制,峰峰矿区,河北,,粉砂岩,,4.58,4.3,6.82,43,2.35,,,,20,250,,,,,
上下盘开采影响下断层滑移失稳力学机制,峰峰矿区,河北,,砂质泥岩,,3.56,3.5,1.7,42,2,,,,270,200,,,,,
上下盘开采影响下断层滑移失稳力学机制,峰峰矿区,河北,,泥岩,,8.89,6.61,11.23,43,4.53,,,,470,150,,,,,
上下盘开采影响下断层滑移失稳力学机制,峰峰矿区,河北,,粉砂岩,,4.58,4.3,6.82,43,2.35,,,,620,100,,,,,
上下盘开采影响下断层滑移失稳力学机制,峰峰矿区,河北,,中粒砂岩,,0.81,0.86,2.6,44,1.2,,,,720,50,,,,,
上下盘开采影响下断层滑移失稳力学机制,峰峰矿区,河北,,煤层,,0.26,0.13,0.7,20,0.9,,,,770,5.32,,,,,
上下盘开采影响下断层滑移失稳力学机制,峰峰矿区,河北,,细砂岩,,8.39,6.55,7.59,39,1.9,,,,775.32,88,,,,,
采动覆岩结构演化特征及对地表沉陷的影响分析,三道沟煤矿,陕西,府谷县,松散层,1800,0.01,0.005,0.5,20,0.005,,,,0,,,,,,
采动覆岩结构演化特征及对地表沉陷的影响分析,三道沟煤矿,陕西,,粗粒砂岩,2600,1.35,0.62,4,34,6.03,,,,219,,,,,,
采动覆岩结构演化特征及对地表沉陷的影响分析,三道沟煤矿,陕西,,砂质泥岩,2400,0.54,0.34,3.2,32,4.03,,,,219,,,,,,
采动覆岩结构演化特征及对地表沉陷的影响分析,三道沟煤矿,陕西,,泥岩,2340,0.21,0.15,2.5,32,2.12,,,,219,,,,,,
采动覆岩结构演化特征及对地表沉陷的影响分析,三道沟煤矿,陕西,,煤层,1420,0.8,0.16,0.8,30,1.15,,,,219,,,,,,
采动覆岩结构演化特征及对地表沉陷的影响分析,三道沟煤矿,陕西,,砂质泥岩,2900,3.68,1,4.2,39,3.68,,,,219,,,,,,
临断层孤岛面冲击危险与断层滑移数值反演———以朝阳煤矿 3108 工作面为例,朝阳煤矿,山东,滕州市,细粒砂岩,2600,5.56,4.17,2,35,2.5,,,,800,,,,,,
临断层孤岛面冲击危险与断层滑移数值反演———以朝阳煤矿 3108 工作面为例,朝阳煤矿,山东,,粉砂岩,2700,2.68,1.84,2,32,2,,,,800,,,,,,
临断层孤岛面冲击危险与断层滑移数值反演———以朝阳煤矿 3108 工作面为例,朝阳煤矿,山东,,粗粒砂岩,2760,2.8,2,2.3,34,2.3,,,,800,,,,,,
临断层孤岛面冲击危险与断层滑移数值反演———以朝阳煤矿 3108 工作面为例,朝阳煤矿,山东,,中粒砂岩,2800,6,5,3,38,3,,,,800,,,,,,
临断层孤岛面冲击危险与断层滑移数值反演———以朝阳煤矿 3108 工作面为例,朝阳煤矿,山东,,砾岩,2660,4.65,2.78,2,34,2.4,,,,800,,,,,,
临断层孤岛面冲击危险与断层滑移数值反演———以朝阳煤矿 3108 工作面为例,朝阳煤矿,山东,,3-煤,1400,1.19,0.37,0.8,23,0.5,,,,800,,,,,,
临断层孤岛面冲击危险与断层滑移数值反演———以朝阳煤矿 3108 工作面为例,朝阳煤矿,山东,,泥岩,2200,3.03,1.56,1.2,27,1,,,,800,,,,,,
基于黏结颗粒模型的特厚坚硬煤层综放开采数值模拟研究,金鸡滩煤矿,陕西,榆林市,泥岩,,,,,,2.6,55,5,0.26,330,,,,,,
基于黏结颗粒模型的特厚坚硬煤层综放开采数值模拟研究,金鸡滩煤矿,陕西,,粉砂岩,,,,,,5.4,83,7.9,0.24,330,,,,,,
基于黏结颗粒模型的特厚坚硬煤层综放开采数值模拟研究,金鸡滩煤矿,陕西,,细粒砂岩,,,,,,4.2,78,8.9,0.28,330,,,,,,
基于黏结颗粒模型的特厚坚硬煤层综放开采数值模拟研究,金鸡滩煤矿,陕西,,泥岩,,,,,,2.3,47,4.2,0.28,330,,,,,,
基于黏结颗粒模型的特厚坚硬煤层综放开采数值模拟研究,金鸡滩煤矿,陕西,,中粒砂岩,,,,,,2.6,42,4.8,0.27,330,,,,,,
基于黏结颗粒模型的特厚坚硬煤层综放开采数值模拟研究,金鸡滩煤矿,陕西,,粉砂岩,,,,,,3.8,77,7.6,0.22,330,,,,,,
基于黏结颗粒模型的特厚坚硬煤层综放开采数值模拟研究,金鸡滩煤矿,陕西,,粗粒砂岩,,,,,,2.5,48,6.2,0.23,330,,,,,,
基于黏结颗粒模型的特厚坚硬煤层综放开采数值模拟研究,金鸡滩煤矿,陕西,,泥岩,,,,,,2.1,42,3.9,0.25,330,,,,,,
基于黏结颗粒模型的特厚坚硬煤层综放开采数值模拟研究,金鸡滩煤矿,陕西,,细粒砂岩,,,,,,3.1,63,7.6,0.26,330,,,,,,
基于黏结颗粒模型的特厚坚硬煤层综放开采数值模拟研究,金鸡滩煤矿,陕西,,2-2煤层,,,,,,1.6,28,2,0.22,330,,,,,,
采空区下近距离特厚煤层回采巷道失稳机理及其控制,孙家沟煤矿,山西,忻州市,煤层,1500,2.2,1.2,1.5,26,1.5,,,,250,,,,,,
采空区下近距离特厚煤层回采巷道失稳机理及其控制,孙家沟煤矿,山西,,泥岩,2600,6,3,6,30,1.7,,,,250,,,,,,
